Date,Source,Season,Production
2020-03-10 00:00:00,Wind,Spring,12041
2025-06-01 00:00:00,Solar,Summer,3175
2025-01-26 00:00:00,Wind,Winter,9972
2020-04-30 00:00:00,Wind,Spring,11987
2024-12-14 00:00:00,Wind,Winter,1157
2025-04-15 00:00:00,Wind,Spring,7968
2020-10-30 00:00:00,Wind,Fall,7489
2021-02-08 00:00:00,Wind,Winter,1406
2022-03-09 00:00:00,Wind,Spring,3581
2022-02-22 00:00:00,Wind,Winter,14388
2024-01-16 00:00:00,Wind,Winter,3128
2023-11-30 00:00:00,Wind,Fall,2419
2022-01-21 00:00:00,Wind,Winter,6986
2022-10-13 00:00:00,Wind,Fall,1361
2022-06-17 00:00:00,Wind,Summer,1592
2024-11-17 00:00:00,Wind,Fall,3941
2020-07-18 00:00:00,Wind,Summer,1339
2024-09-25 00:00:00,Wind,Fall,5967
2022-03-29 00:00:00,Wind,Spring,2891
2020-06-17 00:00:00,Wind,Summer,2095
2024-06-29 00:00:00,Wind,Summer,6554
2020-10-30 00:00:00,Wind,Fall,7419
2021-02-19 00:00:00,Wind,Winter,7404
2024-01-01 00:00:00,Wind,Winter,8838
2022-12-27 00:00:00,Wind,Winter,4019
2021-11-01 00:00:00,Wind,Fall,10079
2020-08-28 00:00:00,Wind,Summer,3247
2020-08-27 00:00:00,Wind,Summer,6475
2022-10-05 00:00:00,Wind,Fall,7845
2020-02-06 00:00:00,Wind,Winter,2972
2024-02-09 00:00:00,Wind,Winter,13564
2024-05-17 00:00:00,Wind,Spring,679
2021-04-08 00:00:00,Solar,Spring,3570
2025-11-04 00:00:00,Wind,Fall,8203
2022-11-18 00:00:00,Wind,Fall,7697
2020-03-24 00:00:00,Wind,Spring,5924
2020-02-24 00:00:00,Wind,Winter,3562
2020-09-09 00:00:00,Wind,Fall,935
2025-08-03 00:00:00,Solar,Summer,6177
2023-01-24 00:00:00,Wind,Winter,2989
2020-10-31 00:00:00,Wind,Fall,2492
2024-08-14 00:00:00,Solar,Summer,6071
2024-04-27 00:00:00,Wind,Spring,11873
2024-04-26 00:00:00,Wind,Spring,4435
2020-05-11 00:00:00,Wind,Spring,9243
2022-07-02 00:00:00,Wind,Summer,1275
2023-11-02 00:00:00,Wind,Fall,15875
2021-08-15 00:00:00,Wind,Summer,8032
2020-07-10 00:00:00,Wind,Summer,5447
2020-02-18 00:00:00,Wind,Winter,8247
2025-01-17 00:00:00,Wind,Winter,2010
2025-09-29 00:00:00,Solar,Fall,9018
2025-02-10 00:00:00,Wind,Winter,3590
2024-11-02 00:00:00,Wind,Fall,1203
2023-01-07 00:00:00,Wind,Winter,14522
2022-12-30 00:00:00,Wind,Winter,13456
2020-02-29 00:00:00,Wind,Winter,11760
2021-03-17 00:00:00,Wind,Spring,5952
2025-04-15 00:00:00,Wind,Spring,9714
2023-06-20 00:00:00,Wind,Summer,1917
2021-02-20 00:00:00,Wind,Winter,12274
2022-05-25 00:00:00,Wind,Spring,8041
2021-12-27 00:00:00,Wind,Winter,7212
2024-10-20 00:00:00,Wind,Fall,3018
2025-05-14 00:00:00,Wind,Spring,6080
2022-02-20 00:00:00,Wind,Winter,17314
2021-04-18 00:00:00,Wind,Spring,4779
2024-01-30 00:00:00,Wind,Winter,8113
2021-02-07 00:00:00,Wind,Winter,5123
2025-10-31 00:00:00,Wind,Fall,9628
2025-07-03 00:00:00,Wind,Summer,4571
2022-05-26 00:00:00,Wind,Spring,4299
2024-04-09 00:00:00,Wind,Spring,9097
2020-08-13 00:00:00,Wind,Summer,4931
2024-10-31 00:00:00,Wind,Fall,1060
2025-04-25 00:00:00,Solar,Spring,10245
2024-12-11 00:00:00,Wind,Winter,7435
2022-05-20 00:00:00,Wind,Spring,3605
2020-05-31 00:00:00,Wind,Spring,8533
2024-12-21 00:00:00,Wind,Winter,7750
2022-11-01 00:00:00,Wind,Fall,11756
2022-06-12 00:00:00,Wind,Summer,3211
2022-01-03 00:00:00,Wind,Winter,7791
2025-08-13 00:00:00,Wind,Summer,3943
2021-07-06 00:00:00,Wind,Summer,9578
2025-10-12 00:00:00,Solar,Fall,12629
2024-06-07 00:00:00,Wind,Summer,1472
2022-12-09 00:00:00,Wind,Winter,3667
2021-03-15 00:00:00,Wind,Spring,5856
2023-02-08 00:00:00,Solar,Winter,6888
2022-07-09 00:00:00,Solar,Summer,5963
2025-03-02 00:00:00,Solar,Spring,9877
2023-07-16 00:00:00,Wind,Summer,5414
2022-01-06 00:00:00,Wind,Winter,2549
2022-08-29 00:00:00,Wind,Summer,4856
2025-04-21 00:00:00,Wind,Spring,4052
2025-08-14 00:00:00,Wind,Summer,2821
2023-11-02 00:00:00,Wind,Fall,15676
2024-05-02 00:00:00,Wind,Spring,9667
2023-08-03 00:00:00,Wind,Summer,12494
2020-03-05 00:00:00,Wind,Spring,5038
2024-01-06 00:00:00,Wind,Winter,8024
2022-05-19 00:00:00,Wind,Spring,3839
2024-01-28 00:00:00,Wind,Winter,9911
2021-01-23 00:00:00,Wind,Winter,6788
2024-01-05 00:00:00,Wind,Winter,11144
2020-03-29 00:00:00,Wind,Spring,13938
2020-11-13 00:00:00,Wind,Fall,5605
2025-08-30 00:00:00,Wind,Summer,4869
2022-08-17 00:00:00,Wind,Summer,2033
2022-05-31 00:00:00,Solar,Spring,1676
2022-10-18 00:00:00,Wind,Fall,3002
2020-12-03 00:00:00,Wind,Winter,5211
2022-01-11 00:00:00,Solar,Winter,5143
2022-02-24 00:00:00,Wind,Winter,4329
2021-09-02 00:00:00,Wind,Fall,5745
2020-09-10 00:00:00,Wind,Fall,1794
2022-05-02 00:00:00,Solar,Spring,6127
2025-03-08 00:00:00,Wind,Spring,10697
2024-10-16 00:00:00,Wind,Fall,11010
2025-07-17 00:00:00,Wind,Summer,1801
2023-12-01 00:00:00,Wind,Winter,3234
2023-11-12 00:00:00,Wind,Fall,9888
2023-09-03 00:00:00,Wind,Fall,6935
2022-01-17 00:00:00,Solar,Winter,2716
2023-04-26 00:00:00,Wind,Spring,2693
2021-04-01 00:00:00,Wind,Spring,6463
2023-05-28 00:00:00,Solar,Spring,5108
2022-03-27 00:00:00,Solar,Spring,6871
2025-04-13 00:00:00,Wind,Spring,9132
2021-10-18 00:00:00,Wind,Fall,4845
2022-09-09 00:00:00,Wind,Fall,5803
2025-11-14 00:00:00,Wind,Fall,12793
2020-02-27 00:00:00,Wind,Winter,5876
2020-07-07 00:00:00,Solar,Summer,5278
2023-12-18 00:00:00,Wind,Winter,3980
2023-09-28 00:00:00,Wind,Fall,4548
2024-06-28 00:00:00,Wind,Summer,2990
2020-10-20 00:00:00,Wind,Fall,9659
2021-04-27 00:00:00,Wind,Spring,4738
2024-04-06 00:00:00,Wind,Spring,8363
2021-04-28 00:00:00,Wind,Spring,4670
2025-10-02 00:00:00,Solar,Fall,4982
2020-09-14 00:00:00,Solar,Fall,5167
2023-06-24 00:00:00,Wind,Summer,2771
2020-10-21 00:00:00,Wind,Fall,15183
2025-08-01 00:00:00,Wind,Summer,11333
2022-02-23 00:00:00,Wind,Winter,3212
2021-07-24 00:00:00,Solar,Summer,5662
2023-12-10 00:00:00,Wind,Winter,14688
2020-04-19 00:00:00,Wind,Spring,2422
2021-04-24 00:00:00,Wind,Spring,7172
2020-04-21 00:00:00,Wind,Spring,5012
2023-10-12 00:00:00,Wind,Fall,8100
2025-11-16 00:00:00,Wind,Fall,2155
2022-01-07 00:00:00,Wind,Winter,12803
2023-11-16 00:00:00,Wind,Fall,4723
2020-06-18 00:00:00,Wind,Summer,1643
2024-08-03 00:00:00,Wind,Summer,2972
2024-06-24 00:00:00,Solar,Summer,4072
2023-05-18 00:00:00,Wind,Spring,9570
2020-04-24 00:00:00,Solar,Spring,3015
2024-09-19 00:00:00,Wind,Fall,8303
2021-12-18 00:00:00,Wind,Winter,6095
2024-08-09 00:00:00,Wind,Summer,6545
2025-01-31 00:00:00,Wind,Winter,9041
2021-03-28 00:00:00,Solar,Spring,6562
2024-06-08 00:00:00,Wind,Summer,3640
2024-10-16 00:00:00,Wind,Fall,10396
2020-03-03 00:00:00,Wind,Spring,2627
2024-11-21 00:00:00,Wind,Fall,6234
2020-12-06 00:00:00,Wind,Winter,2388
2022-04-21 00:00:00,Solar,Spring,7316
2023-09-01 00:00:00,Solar,Fall,9763
2023-01-29 00:00:00,Solar,Winter,4709
2022-04-27 00:00:00,Solar,Spring,9899
2023-12-06 00:00:00,Solar,Winter,4011
2023-02-11 00:00:00,Wind,Winter,1810
2021-05-23 00:00:00,Wind,Spring,7087
2023-01-13 00:00:00,Wind,Winter,17620
2020-10-21 00:00:00,Wind,Fall,12602
2021-11-11 00:00:00,Solar,Fall,2291
2023-02-28 00:00:00,Wind,Winter,6877
2023-03-10 00:00:00,Wind,Spring,20267
2021-11-15 00:00:00,Wind,Fall,3350
2022-08-27 00:00:00,Solar,Summer,7247
2025-09-26 00:00:00,Wind,Fall,408
2025-10-18 00:00:00,Solar,Fall,10166
2022-09-04 00:00:00,Wind,Fall,2242
2020-05-14 00:00:00,Wind,Spring,8480
2021-11-20 00:00:00,Wind,Fall,256
2022-03-19 00:00:00,Wind,Spring,11653
2023-07-27 00:00:00,Wind,Summer,7081
2022-09-29 00:00:00,Solar,Fall,3391
2020-10-30 00:00:00,Wind,Fall,2316
2020-01-18 00:00:00,Wind,Winter,1821
2023-11-18 00:00:00,Wind,Fall,10478
2025-04-28 00:00:00,Wind,Spring,4874
2022-08-25 00:00:00,Wind,Summer,2568
2020-01-29 00:00:00,Wind,Winter,8131
2024-02-28 00:00:00,Wind,Winter,2938
2021-08-14 00:00:00,Wind,Summer,1499
2025-02-01 00:00:00,Wind,Winter,3300
2025-01-08 00:00:00,Wind,Winter,15551
2020-07-19 00:00:00,Wind,Summer,717
2024-04-15 00:00:00,Wind,Spring,2526
2020-10-07 00:00:00,Wind,Fall,8655
2021-05-13 00:00:00,Wind,Spring,6445
2024-08-21 00:00:00,Wind,Summer,3751
2023-01-09 00:00:00,Wind,Winter,16471
2021-07-12 00:00:00,Solar,Summer,4206
2021-07-17 00:00:00,Wind,Summer,2660
2021-02-08 00:00:00,Wind,Winter,2189
2024-12-21 00:00:00,Wind,Winter,17785
2023-08-11 00:00:00,Solar,Summer,4743
2025-10-26 00:00:00,Wind,Fall,9938
2020-10-17 00:00:00,Wind,Fall,554
2025-11-11 00:00:00,Wind,Fall,7784
2021-04-25 00:00:00,Wind,Spring,8220
2022-08-13 00:00:00,Wind,Summer,3130
2023-10-23 00:00:00,Wind,Fall,5937
2021-06-08 00:00:00,Wind,Summer,1392
2021-02-07 00:00:00,Wind,Winter,6165
2025-05-12 00:00:00,Solar,Spring,4127
2024-01-20 00:00:00,Wind,Winter,3446
2022-04-05 00:00:00,Wind,Spring,10520
2023-06-09 00:00:00,Solar,Summer,7100
2025-04-05 00:00:00,Wind,Spring,9012
2025-11-22 00:00:00,Wind,Fall,12287
2025-07-22 00:00:00,Wind,Summer,11630
2022-11-05 00:00:00,Wind,Fall,3089
2021-09-17 00:00:00,Wind,Fall,696
2020-10-13 00:00:00,Wind,Fall,6661
2025-04-08 00:00:00,Wind,Spring,4246
2025-03-08 00:00:00,Wind,Spring,12302
2025-10-14 00:00:00,Wind,Fall,6169
2022-12-07 00:00:00,Wind,Winter,2533
2020-05-29 00:00:00,Wind,Spring,4079
2021-10-04 00:00:00,Wind,Fall,6850
2024-12-15 00:00:00,Wind,Winter,9368
2025-04-26 00:00:00,Wind,Spring,5053
2020-08-19 00:00:00,Wind,Summer,4393
2022-01-17 00:00:00,Wind,Winter,1708
2021-07-02 00:00:00,Wind,Summer,434
2024-04-09 00:00:00,Wind,Spring,12447
2022-11-10 00:00:00,Wind,Fall,3646
2023-02-12 00:00:00,Wind,Winter,3488
2022-07-13 00:00:00,Solar,Summer,4749
2025-04-24 00:00:00,Solar,Spring,9198
2021-12-20 00:00:00,Wind,Winter,3168
2024-05-29 00:00:00,Wind,Spring,6284
2024-02-03 00:00:00,Wind,Winter,5376
2021-09-01 00:00:00,Wind,Fall,7759
2023-08-19 00:00:00,Wind,Summer,1054
2022-09-22 00:00:00,Wind,Fall,2751
2020-01-18 00:00:00,Solar,Winter,2528
2021-04-08 00:00:00,Wind,Spring,851
2023-10-05 00:00:00,Solar,Fall,3037
2022-08-31 00:00:00,Wind,Summer,2669
2022-03-12 00:00:00,Wind,Spring,8732
2022-07-20 00:00:00,Wind,Summer,1815
2023-04-29 00:00:00,Wind,Spring,2892
2022-07-30 00:00:00,Wind,Summer,1439
2021-05-13 00:00:00,Wind,Spring,2605
2021-10-16 00:00:00,Wind,Fall,1291
2020-10-15 00:00:00,Wind,Fall,3910
2023-06-06 00:00:00,Solar,Summer,8646
2025-08-08 00:00:00,Wind,Summer,1437
2025-07-26 00:00:00,Solar,Summer,7998
2022-02-20 00:00:00,Wind,Winter,11206
2025-11-28 00:00:00,Wind,Fall,8628
2021-06-28 00:00:00,Solar,Summer,3922
2021-09-19 00:00:00,Wind,Fall,3519
2023-09-28 00:00:00,Wind,Fall,2552
2024-05-13 00:00:00,Solar,Spring,6831
2021-05-18 00:00:00,Wind,Spring,5406
2024-08-01 00:00:00,Solar,Summer,8661
2024-09-12 00:00:00,Wind,Fall,4472
2022-02-05 00:00:00,Wind,Winter,5210
2021-08-15 00:00:00,Wind,Summer,1301
2025-07-31 00:00:00,Wind,Summer,2301
2021-01-27 00:00:00,Wind,Winter,4041
2022-11-09 00:00:00,Wind,Fall,8537
2020-12-22 00:00:00,Wind,Winter,12189
2023-12-08 00:00:00,Wind,Winter,7878
2021-11-10 00:00:00,Solar,Fall,1760
2021-05-11 00:00:00,Wind,Spring,4076
2022-02-15 00:00:00,Wind,Winter,13683
2020-04-08 00:00:00,Wind,Spring,2012
2021-04-10 00:00:00,Wind,Spring,4391
2021-06-07 00:00:00,Wind,Summer,1350
2021-05-13 00:00:00,Wind,Spring,4479
2021-03-08 00:00:00,Wind,Spring,2882
2020-11-06 00:00:00,Wind,Fall,6743
2025-03-16 00:00:00,Wind,Spring,10187
2020-09-26 00:00:00,Wind,Fall,12730
2025-11-23 00:00:00,Wind,Fall,15669
2023-03-24 00:00:00,Wind,Spring,15698
2022-01-22 00:00:00,Solar,Winter,5027
2022-02-08 00:00:00,Wind,Winter,2415
2024-04-27 00:00:00,Wind,Spring,4743
2024-01-24 00:00:00,Wind,Winter,16218
2022-09-20 00:00:00,Wind,Fall,2499
2024-07-19 00:00:00,Solar,Summer,7392
2025-11-13 00:00:00,Wind,Fall,10392
2022-02-13 00:00:00,Wind,Winter,16782
2022-01-22 00:00:00,Wind,Winter,3190
2024-12-19 00:00:00,Wind,Winter,17216
2020-01-18 00:00:00,Wind,Winter,3050
2025-02-06 00:00:00,Wind,Winter,13224
2021-03-08 00:00:00,Solar,Spring,4523
2020-01-20 00:00:00,Wind,Winter,4934
2020-08-29 00:00:00,Wind,Summer,3457
2024-09-17 00:00:00,Wind,Fall,17409
2023-05-15 00:00:00,Wind,Spring,9747
2023-04-26 00:00:00,Solar,Spring,4918
2022-08-07 00:00:00,Wind,Summer,7089
2021-11-18 00:00:00,Wind,Fall,1529
2022-07-28 00:00:00,Solar,Summer,5339
2024-09-29 00:00:00,Wind,Fall,3181
2025-07-27 00:00:00,Wind,Summer,3635
2022-12-07 00:00:00,Wind,Winter,1713
2022-06-04 00:00:00,Wind,Summer,3214
2022-04-11 00:00:00,Wind,Spring,7879
2025-07-18 00:00:00,Solar,Summer,6389
2025-10-28 00:00:00,Wind,Fall,11636
2024-01-15 00:00:00,Wind,Winter,6809
2021-03-07 00:00:00,Solar,Spring,3169
2024-01-10 00:00:00,Wind,Winter,3793
2024-05-08 00:00:00,Wind,Spring,6559
2024-09-28 00:00:00,Wind,Fall,6407
2021-05-25 00:00:00,Wind,Spring,9546
2021-08-02 00:00:00,Wind,Summer,1153
2025-06-13 00:00:00,Wind,Summer,2021
2022-06-10 00:00:00,Solar,Summer,8508
2025-01-10 00:00:00,Wind,Winter,4286
2023-07-20 00:00:00,Solar,Summer,6951
2020-02-28 00:00:00,Wind,Winter,11014
2024-06-18 00:00:00,Solar,Summer,7785
2024-01-31 00:00:00,Wind,Winter,6085
2023-01-27 00:00:00,Wind,Winter,6094
2020-08-15 00:00:00,Solar,Summer,3086
2022-10-04 00:00:00,Wind,Fall,988
2024-01-29 00:00:00,Wind,Winter,8472
2022-04-12 00:00:00,Wind,Spring,7935
2022-01-11 00:00:00,Wind,Winter,2090
2025-05-11 00:00:00,Wind,Spring,4808
2023-10-14 00:00:00,Wind,Fall,10187
2021-10-01 00:00:00,Wind,Fall,3707
2024-10-04 00:00:00,Wind,Fall,2835
2024-12-31 00:00:00,Wind,Winter,7306
2020-03-23 00:00:00,Wind,Spring,7482
2022-02-25 00:00:00,Wind,Winter,7548
2022-02-11 00:00:00,Solar,Winter,3615
2025-07-01 00:00:00,Solar,Summer,9839
2021-09-10 00:00:00,Wind,Fall,2131
2024-11-20 00:00:00,Wind,Fall,6181
2021-09-13 00:00:00,Wind,Fall,2426
2025-02-14 00:00:00,Solar,Winter,9119
2023-09-30 00:00:00,Wind,Fall,547
2020-07-03 00:00:00,Wind,Summer,6832
2022-12-16 00:00:00,Wind,Winter,5658
2025-06-29 00:00:00,Solar,Summer,4495
2025-03-21 00:00:00,Wind,Spring,10695
2023-09-22 00:00:00,Wind,Fall,13602
2024-01-26 00:00:00,Wind,Winter,2003
2023-05-29 00:00:00,Wind,Spring,10422
2024-01-18 00:00:00,Wind,Winter,4652
2023-08-17 00:00:00,Wind,Summer,2474
2021-02-18 00:00:00,Wind,Winter,11280
2025-11-28 00:00:00,Wind,Fall,7122
2025-06-05 00:00:00,Wind,Summer,9135
2025-07-05 00:00:00,Wind,Summer,7083
2023-08-30 00:00:00,Wind,Summer,4070
2020-01-24 00:00:00,Solar,Winter,1733
2021-01-30 00:00:00,Wind,Winter,8960
2021-01-26 00:00:00,Wind,Winter,5086
2020-07-22 00:00:00,Wind,Summer,2730
2025-09-10 00:00:00,Solar,Fall,8381
2021-05-20 00:00:00,Solar,Spring,7459
2020-08-30 00:00:00,Wind,Summer,6972
2021-04-30 00:00:00,Wind,Spring,1497
2024-07-20 00:00:00,Wind,Summer,1366
2024-06-25 00:00:00,Wind,Summer,4860
2020-06-16 00:00:00,Wind,Summer,1572
2025-03-20 00:00:00,Wind,Spring,7815
2021-10-08 00:00:00,Wind,Fall,3732
2023-03-11 00:00:00,Wind,Spring,4561
2022-01-09 00:00:00,Wind,Winter,11382
2023-12-15 00:00:00,Solar,Winter,2984
2023-12-02 00:00:00,Wind,Winter,2993
2020-04-12 00:00:00,Solar,Spring,4478
2021-01-16 00:00:00,Wind,Winter,2609
2020-11-07 00:00:00,Wind,Fall,6495
2025-01-16 00:00:00,Wind,Winter,5370
2023-12-11 00:00:00,Wind,Winter,13313
2025-03-26 00:00:00,Wind,Spring,2924
2025-03-09 00:00:00,Wind,Spring,6097
2021-01-31 00:00:00,Wind,Winter,3917
2023-01-18 00:00:00,Wind,Winter,5795
2022-08-11 00:00:00,Wind,Summer,5915
2020-10-17 00:00:00,Wind,Fall,823
2023-11-06 00:00:00,Wind,Fall,11710
2020-01-31 00:00:00,Wind,Winter,7383
2022-11-22 00:00:00,Wind,Fall,12118
2020-01-14 00:00:00,Wind,Winter,12686
2024-06-05 00:00:00,Wind,Summer,1825
2020-05-24 00:00:00,Solar,Spring,4591
2025-10-17 00:00:00,Wind,Fall,5063
2023-12-01 00:00:00,Wind,Winter,5670
2023-11-30 00:00:00,Wind,Fall,2294
2023-05-28 00:00:00,Wind,Spring,8135
2025-08-06 00:00:00,Solar,Summer,4823
2022-09-03 00:00:00,Wind,Fall,1584
2024-05-12 00:00:00,Wind,Spring,2710
2022-08-25 00:00:00,Wind,Summer,2157
2024-07-09 00:00:00,Wind,Summer,5041
2023-10-28 00:00:00,Wind,Fall,17291
2021-12-26 00:00:00,Wind,Winter,3943
2023-04-26 00:00:00,Wind,Spring,1227
2020-08-12 00:00:00,Wind,Summer,2887
2024-06-08 00:00:00,Wind,Summer,2653
2020-10-30 00:00:00,Wind,Fall,7672
2024-04-10 00:00:00,Solar,Spring,9317
2020-01-22 00:00:00,Wind,Winter,3220
2025-06-26 00:00:00,Wind,Summer,9162
2023-09-25 00:00:00,Wind,Fall,2754
2021-10-02 00:00:00,Wind,Fall,4880
2021-05-21 00:00:00,Wind,Spring,11117
2021-05-21 00:00:00,Wind,Spring,9502
2020-06-07 00:00:00,Wind,Summer,1627
2023-09-06 00:00:00,Solar,Fall,2948
2023-04-27 00:00:00,Wind,Spring,1219
2020-03-14 00:00:00,Wind,Spring,7209
2024-02-27 00:00:00,Wind,Winter,6228
2020-09-19 00:00:00,Solar,Fall,4468
2022-04-01 00:00:00,Wind,Spring,15285
2023-03-16 00:00:00,Wind,Spring,6637
2025-09-22 00:00:00,Wind,Fall,8440
2020-11-24 00:00:00,Wind,Fall,6160
2020-11-10 00:00:00,Wind,Fall,672
2023-12-05 00:00:00,Wind,Winter,4052
2023-04-21 00:00:00,Wind,Spring,3321
2021-02-26 00:00:00,Wind,Winter,5705
2025-01-16 00:00:00,Wind,Winter,7756
2022-11-29 00:00:00,Wind,Fall,1649
2024-12-01 00:00:00,Wind,Winter,10231
2022-05-01 00:00:00,Wind,Spring,3175
2021-05-13 00:00:00,Wind,Spring,5102
2023-07-31 00:00:00,Wind,Summer,18635
2024-10-25 00:00:00,Solar,Fall,5922
2022-09-25 00:00:00,Solar,Fall,6087
2025-03-25 00:00:00,Solar,Spring,7289
2021-01-05 00:00:00,Wind,Winter,1973
2021-09-25 00:00:00,Wind,Fall,1010
2023-06-27 00:00:00,Solar,Summer,3093
2021-09-12 00:00:00,Wind,Fall,797
2024-09-13 00:00:00,Wind,Fall,4812
2023-07-14 00:00:00,Wind,Summer,547
2024-12-22 00:00:00,Wind,Winter,18787
2024-12-22 00:00:00,Wind,Winter,16227
2020-10-18 00:00:00,Solar,Fall,3259
2021-05-04 00:00:00,Wind,Spring,13750
2021-07-24 00:00:00,Wind,Summer,4791
2021-03-18 00:00:00,Wind,Spring,5839
2025-07-08 00:00:00,Wind,Summer,6696
2025-04-30 00:00:00,Solar,Spring,9156
2021-07-27 00:00:00,Wind,Summer,3168
2020-06-11 00:00:00,Wind,Summer,5028
2024-07-18 00:00:00,Solar,Summer,8281
2025-01-01 00:00:00,Wind,Winter,14963
2023-05-16 00:00:00,Wind,Spring,7536
2025-11-16 00:00:00,Wind,Fall,5090
2023-05-02 00:00:00,Wind,Spring,3235
2022-10-29 00:00:00,Wind,Fall,8339
2021-05-12 00:00:00,Solar,Spring,2820
2023-12-08 00:00:00,Wind,Winter,4446
2022-01-02 00:00:00,Wind,Winter,5445
2025-01-06 00:00:00,Wind,Winter,17822
2022-05-22 00:00:00,Wind,Spring,2793
2022-06-15 00:00:00,Wind,Summer,4126
2023-04-06 00:00:00,Wind,Spring,11427
2024-09-15 00:00:00,Wind,Fall,3840
2023-04-08 00:00:00,Wind,Spring,3512
2021-03-26 00:00:00,Wind,Spring,2924
2020-01-04 00:00:00,Wind,Winter,3266
2025-08-25 00:00:00,Wind,Summer,2945
2020-05-18 00:00:00,Solar,Spring,4062
2024-11-18 00:00:00,Wind,Fall,8644
2025-03-15 00:00:00,Wind,Spring,10081
2023-07-10 00:00:00,Wind,Summer,749
2024-09-07 00:00:00,Wind,Fall,3605
2022-07-02 00:00:00,Solar,Summer,6897
2020-03-14 00:00:00,Wind,Spring,3134
2020-04-23 00:00:00,Solar,Spring,824
2025-01-29 00:00:00,Wind,Winter,13112
2024-01-26 00:00:00,Wind,Winter,12588
2025-08-12 00:00:00,Wind,Summer,1049
2020-03-20 00:00:00,Wind,Spring,7648
2022-12-11 00:00:00,Wind,Winter,2254
2021-10-13 00:00:00,Solar,Fall,4854
2024-11-05 00:00:00,Wind,Fall,1674
2024-09-18 00:00:00,Wind,Fall,14521
2020-01-10 00:00:00,Wind,Winter,1558
2023-06-16 00:00:00,Wind,Summer,2330
2023-06-15 00:00:00,Solar,Summer,7754
2022-08-08 00:00:00,Wind,Summer,6072
2022-07-30 00:00:00,Wind,Summer,902
2020-10-08 00:00:00,Wind,Fall,7127
2020-09-30 00:00:00,Wind,Fall,2517
2022-11-09 00:00:00,Wind,Fall,9942
2020-05-23 00:00:00,Wind,Spring,4797
2023-04-19 00:00:00,Wind,Spring,7997
2020-09-21 00:00:00,Wind,Fall,888
2023-04-20 00:00:00,Wind,Spring,7921
2021-07-07 00:00:00,Wind,Summer,3466
2023-01-08 00:00:00,Wind,Winter,11145
2025-03-03 00:00:00,Wind,Spring,2963
2024-06-29 00:00:00,Wind,Summer,4092
2021-03-10 00:00:00,Wind,Spring,2969
2020-12-02 00:00:00,Wind,Winter,3015
2022-12-16 00:00:00,Wind,Winter,6354
2021-01-15 00:00:00,Wind,Winter,2717
2022-12-02 00:00:00,Wind,Winter,2745
2024-12-16 00:00:00,Wind,Winter,3164
2020-10-14 00:00:00,Wind,Fall,2018
2021-08-29 00:00:00,Wind,Summer,7543
2024-11-22 00:00:00,Wind,Fall,16386
2023-03-23 00:00:00,Wind,Spring,12237
2023-05-13 00:00:00,Wind,Spring,5812
2022-02-25 00:00:00,Wind,Winter,3550
2020-10-17 00:00:00,Wind,Fall,625
2024-02-04 00:00:00,Wind,Winter,10856
2025-05-14 00:00:00,Solar,Spring,4558
2022-10-04 00:00:00,Solar,Fall,5982
2020-10-18 00:00:00,Solar,Fall,3881
2020-05-31 00:00:00,Wind,Spring,5688
2021-04-19 00:00:00,Solar,Spring,4504
2021-08-11 00:00:00,Wind,Summer,647
2023-02-17 00:00:00,Wind,Winter,7540
2023-10-06 00:00:00,Solar,Fall,3802
2021-04-06 00:00:00,Wind,Spring,5819
2023-05-02 00:00:00,Solar,Spring,3648
2025-09-08 00:00:00,Wind,Fall,2384
2020-04-04 00:00:00,Wind,Spring,2989
2023-03-13 00:00:00,Wind,Spring,18710
2020-06-08 00:00:00,Wind,Summer,3865
2025-04-16 00:00:00,Wind,Spring,5633
2025-03-19 00:00:00,Wind,Spring,11296
2022-12-29 00:00:00,Wind,Winter,13942
2024-03-16 00:00:00,Solar,Spring,7993
2023-01-29 00:00:00,Solar,Winter,2890
2021-06-30 00:00:00,Wind,Summer,2095
2024-08-06 00:00:00,Wind,Summer,1463
2020-03-08 00:00:00,Wind,Spring,9809
2024-08-31 00:00:00,Solar,Summer,8353
2023-04-20 00:00:00,Wind,Spring,7599
2020-10-29 00:00:00,Wind,Fall,6611
2025-01-21 00:00:00,Wind,Winter,6958
2023-02-17 00:00:00,Wind,Winter,7175
2024-10-21 00:00:00,Wind,Fall,3853
2020-08-24 00:00:00,Wind,Summer,1813
2024-05-25 00:00:00,Solar,Spring,7169
2020-09-22 00:00:00,Wind,Fall,1549
2023-02-05 00:00:00,Wind,Winter,13787
2024-02-17 00:00:00,Wind,Winter,2438
2025-01-20 00:00:00,Wind,Winter,2887
2021-06-12 00:00:00,Wind,Summer,2973
2025-09-09 00:00:00,Wind,Fall,2454
2025-03-25 00:00:00,Wind,Spring,3267
2021-04-17 00:00:00,Wind,Spring,7013
2023-08-22 00:00:00,Wind,Summer,2173
2023-05-18 00:00:00,Wind,Spring,6054
2024-04-11 00:00:00,Wind,Spring,1174
2023-10-09 00:00:00,Wind,Fall,1159
2020-01-10 00:00:00,Wind,Winter,7579
2022-10-18 00:00:00,Solar,Fall,5088
2022-01-04 00:00:00,Wind,Winter,5941
2021-04-22 00:00:00,Solar,Spring,8368
2021-08-04 00:00:00,Solar,Summer,3531
2024-06-16 00:00:00,Wind,Summer,8152
2020-02-25 00:00:00,Wind,Winter,12118
2024-06-14 00:00:00,Wind,Summer,7031
